REF_ID,IN_TIME,VALIDITY,CON_NUM,CON_SIZE,STATUS,OUT_TIME
EXP34307-123880,7/2/2023 18:35,7/2/2023 18:35,UKJD8134644,20,L,16-02-23 13:05:12
EXP34307-123880,7/2/2023 18:35,7/2/2023 18:35,NFQZ6474948,20,L,16-02-23 13:24:25
EXP34307-123880,7/2/2023 18:35,7/2/2023 18:35,FCPM8115742,20,L,16-02-23 13:17:56
EXP34307-123880,7/2/2023 18:35,7/2/2023 18:35,KKDM4636169,20,L,16-02-23 13:13:15
MTZEFS16912,8/2/2023 1:49,11/2/2023 1:49,BXGD6244150,20,E,8/2/2023 0:20
MTZEFS16917,8/2/2023 3:23,11/2/2023 3:23,OAZD5506825,40,E,8/2/2023 1:56
EXP34445-124115,8/2/2023 15:47,8/2/2023 15:47,MHPV8817384,20,L,9/2/2023 17:08
EFS16855-229893-414417,5/2/2023 1:55,8/2/2023 1:55,MVPY8671825,40,L,9/2/2023 16:09
EFS16830-229534-412112,3/2/2023 16:00,6/2/2023 16:00,VLAM6774975,40,L,9/2/2023 16:09
EFS33975,8/2/2023 23:29,11/2/2023 23:29,XPIP6603371,40,E,9/2/2023 9:47
EFS16940,9/2/2023 7:48,12/2/2023 7:48,CTBQ8269204,40,E,9/2/2023 6:19
EFS33987,9/2/2023 13:15,12/2/2023 13:15,SOPV6080389,20,E,9/2/2023 13:39
EFS33987,9/2/2023 13:15,12/2/2023 13:15,CKMK0616250,20,E,9/2/2023 13:40
EFS16975-231031-395638,11/2/2023 3:18,14-02-23 03:18:33,XOOB0750502,40,L,18-02-23 13:56:55
EFS16984-231031-401309,11/2/2023 7:01,14-02-23 07:01:41,DNRL2618521,40,L,18-02-23 14:01:47
EFS16984-231031-397063,11/2/2023 7:01,14-02-23 07:01:41,IZDV9599696,40,L,18-02-23 13:57:03
EFS16996-231369-404881,12/2/2023 3:36,15-02-23 03:36:21,NUBA8986270,40,L,18-02-23 14:00:37
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,WDWM7792664,20,E,22-02-23 09:27:20
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,KGNS2118538,20,E,22-02-23 02:57:25
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,CTEF0133481,20,E,22-02-23 10:21:09
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,RXII0131895,20,E,18-02-23 07:30:59
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,BBUX0413696,20,E,20-02-23 02:59:23
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,OTWD2922316,20,E,18-02-23 10:02:02
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,EOSN3261044,20,E,20-02-23 03:56:39
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,LWQM3097681,20,E,18-02-23 11:33:44
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,DDBV9172162,20,E,20-02-23 11:02:20
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,AZTE3989002,20,E,20-02-23 11:04:40
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,UGJI3310107,20,E,18-02-23 11:11:22
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,GQNF2768793,20,E,21-02-23 09:25:45
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,OWCX8954822,20,E,20-02-23 10:59:47
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,ZVTU0744193,20,E,18-02-23 10:34:28
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,LLRI6714444,20,E,20-02-23 09:32:28
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,NSFB0549019,20,E,20-02-23 09:56:58
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,PPSN2191061,20,E,18-02-23 03:38:05
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,IIPS6036902,20,E,19-02-23 16:18:32
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,YLRU6491483,20,E,20-02-23 00:32:55
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,EVHW5441024,20,E,20-02-23 00:43:11
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,KXMI4992380,20,E,19-02-23 07:00:36
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,DSHC4307938,20,E,21-02-23 07:07:00
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,HGDM2216830,20,E,20-02-23 02:50:04
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,KXFK4236465,20,E,22-02-23 07:24:40
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,XFYG0647638,20,E,20-02-23 00:15:16
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,HLFP8363601,20,E,20-02-23 11:07:21
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,GGIX0267069,20,E,20-02-23 12:24:50
EFS34281,16-02-23 17:23:44,19-02-23 17:23:44,CVWX9746791,20,E,20-02-23 06:01:11
IGOJO14327,16-02-23 17:55:44,19-02-23 17:55:44,NMQV9136688,40,L,16-02-23 23:30:56
IGOJO14332,16-02-23 18:17:19,19-02-23 18:17:19,FYSF9158291,20,L,18-02-23 22:45:40
IGOJO14332,16-02-23 18:17:19,19-02-23 18:17:19,YYRZ2433735,20,L,18-02-23 03:38:47
IGOJO14332,16-02-23 18:17:19,19-02-23 18:17:19,UOTP2786407,20,L,19-02-23 03:33:26
IGOJO14332,16-02-23 18:17:19,19-02-23 18:17:19,ABES6653767,20,L,23-02-23 00:37:31
IGOJO14332,16-02-23 18:17:19,19-02-23 18:17:19,DOAY5674269,20,L,18-02-23 20:39:49
IGOJO14332,16-02-23 18:17:19,19-02-23 18:17:19,DTYU8395834,20,L,23-02-23 13:48:20
IGOJO14333,16-02-23 18:20:54,19-02-23 18:20:54,NIWH7637911,40,L,17-02-23 11:03:20
IGOJO14335,16-02-23 18:25:51,19-02-23 18:25:51,BCFL2592253,40,L,19-02-23 09:04:12
EXP34729-124640,16-02-23 18:30:00,16-02-23 18:30:00,ZUJW8889496,20,L,20-02-23 04:11:15
IGOJO14338,16-02-23 18:43:10,19-02-23 18:43:10,PFFQ1396920,20,L,18-02-23 23:23:47
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,YBRX0119128,20,L,20-02-23 03:47:33
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,PXVM3428692,20,L,20-02-23 03:46:23
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,PLHB2557445,20,L,20-02-23 03:43:12
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,NAVI7178588,20,L,20-02-23 03:42:37
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,MFTR2075186,20,L,20-02-23 03:41:48
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,YGXD3293266,20,L,20-02-23 03:44:02
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,XMQA8642741,20,L,20-02-23 03:44:26
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,PJTE0348470,20,L,20-02-23 03:41:59
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,TODY6613360,20,L,20-02-23 03:46:10
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,NIJX9013608,20,L,20-02-23 03:41:36
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,SVBP7269966,20,L,20-02-23 03:41:25
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,XLMC7551792,20,L,20-02-23 03:43:25
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,HTPX9863534,20,L,20-02-23 03:44:37
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,DAIK5396497,20,L,20-02-23 03:45:58
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,HRBA4715364,20,L,20-02-23 03:42:11
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,FFTA1069356,20,L,20-02-23 03:44:14
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,WDXM4822575,20,L,20-02-23 03:42:23
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,ANIF3774063,20,L,20-02-23 03:42:52
EXP34590-124419,16-02-23 19:35:40,16-02-23 19:35:40,INGX7329756,20,L,20-02-23 03:43:50
IGOJO14339,16-02-23 19:46:01,19-02-23 19:46:01,KFZS4054678,40,L,20-02-23 07:40:35
IGOJO14339,16-02-23 19:46:01,19-02-23 19:46:01,MHID7130318,40,L,20-02-23 13:23:21
IGOJO14339,16-02-23 19:46:01,19-02-23 19:46:01,XXWW1279862,40,L,19-02-23 09:03:53
IGOJO14339,16-02-23 19:46:01,19-02-23 19:46:01,TIGX3695837,40,L,19-02-23 06:15:18
IGOJO14339,16-02-23 19:46:01,19-02-23 19:46:01,RFMJ0972644,40,L,17-02-23 17:06:38
IGOJO14339,16-02-23 19:46:01,19-02-23 19:46:01,AJDO3555921,40,L,18-02-23 05:04:24
IGOJO14340,16-02-23 19:51:25,19-02-23 19:51:25,QUGY0959918,40,L,21-02-23 02:14:36
EXP34746-124665,16-02-23 20:05:37,16-02-23 20:05:37,CPSJ9326455,20,L,20-02-23 14:23:59
MTZEFS16948,9/2/2023 23:48,12/2/2023 23:48,XMSO0742281,40,E,9/2/2023 22:19
MTZEFS16950,10/2/2023 2:18,13-02-23 02:18:59,VMQC1866122,40,E,10/2/2023 0:50
EFS34023,10/2/2023 7:24,13-02-23 07:24:43,CLKN6992366,40,E,11/2/2023 3:15
MTZEFS16963,10/2/2023 9:50,13-02-23 09:50:18,GWBX1138058,40,E,10/2/2023 8:21
EFS34027,10/2/2023 10:11,13-02-23 10:11:32,FOJV5025760,20,E,10/2/2023 9:29
EFS34027,10/2/2023 10:11,13-02-23 10:11:32,LBVI7386696,20,E,10/2/2023 9:29
EFS16884-230205-412084,6/2/2023 20:39,9/2/2023 20:39,YBFY8929193,40,L,10/2/2023 9:52
EFS16820-229432-416214,3/2/2023 2:50,6/2/2023 2:50,OLKC6256804,40,L,10/2/2023 20:36
MTZEFS17082,16-02-23 05:39:19,19-02-23 05:39:19,QBEE4771185,40,E,16-02-23 04:10:06
IGOJO14306,16-02-23 11:59:54,19-02-23 11:59:54,BCBU0658861,20,L,17-02-23 05:19:47
IGOJO14307,16-02-23 12:03:06,19-02-23 12:03:06,VJUF8264978,20,L,17-02-23 17:48:01
EFS34275,16-02-23 13:32:04,19-02-23 13:32:04,KRPM2746899,40,E,16-02-23 13:41:36
EFS34275,16-02-23 13:32:04,19-02-23 13:32:04,NFFI4621713,40,E,16-02-23 21:01:04
IGOJO14308,16-02-23 13:46:53,19-02-23 13:46:53,IUSI0548339,40,L,19-02-23 00:05:17
IGOJO14308,16-02-23 13:46:53,19-02-23 13:46:53,JSBP2807973,40,L,21-02-23 00:14:17
IGOJO14308,16-02-23 13:46:53,19-02-23 13:46:53,FMUE9450795,40,L,18-02-23 13:40:56
IGOJO14308,16-02-23 13:46:53,19-02-23 13:46:53,QSGH1402414,40,L,21-02-23 18:53:36
EFS16949-230912-414423,10/2/2023 0:21,13-02-23 00:21:46,CDXY6755595,40,L,18-02-23 13:55:14
MTZEFS17086,16-02-23 15:34:11,19-02-23 15:34:11,CTUE7918195,40,E,16-02-23 14:08:20
EFS34278,16-02-23 15:45:26,19-02-23 15:45:26,GDTU4908077,40,E,16-02-23 17:22:59
EFS16975-231031-393972,11/2/2023 3:18,14-02-23 03:18:33,TSVX9313673,40,L,18-02-23 13:59:36
EFS16996-231369-409866,12/2/2023 3:36,15-02-23 03:36:21,NZJS4270778,40,L,18-02-23 13:56:41
EFS17006-231369-411170,13-02-23 02:37:05,16-02-23 02:37:05,PPWM0028406,40,L,18-02-23 14:00:11
EXP34628-124457,16-02-23 16:31:06,16-02-23 16:31:06,WHUW5341743,20,L,20-02-23 03:37:07
EXP34628-124457,16-02-23 16:31:06,16-02-23 16:31:06,XDET3696128,20,L,20-02-23 03:35:23
EXP34628-124457,16-02-23 16:31:06,16-02-23 16:31:06,LZAP0820183,20,L,20-02-23 03:36:27
EXP34628-124457,16-02-23 16:31:06,16-02-23 16:31:06,QFXM2089045,20,L,20-02-23 03:36:15
EXP34628-124457,16-02-23 16:31:06,16-02-23 16:31:06,TVNU3771703,20,L,20-02-23 03:36:40
EXP34628-124457,16-02-23 16:31:06,16-02-23 16:31:06,AENO9546744,20,L,20-02-23 03:35:36
EXP34628-124457,16-02-23 16:31:06,16-02-23 16:31:06,YDFQ2718198,20,L,20-02-23 03:36:00
EFS34282,16-02-23 17:25:11,19-02-23 17:25:11,EMBI3783176,40,E,16-02-23 19:53:28
EXP34711-124692,16-02-23 17:54:32,16-02-23 17:54:32,YHGG9414316,40,L,25-02-23 07:08:50
IGOJO14334,16-02-23 18:21:44,19-02-23 18:21:44,XQQV9197883,40,L,19-02-23 19:05:50
EFS33910,7/2/2023 18:11,10/2/2023 18:11,XYIQ6230115,20,E,24-02-23 16:30:33
EFS33910,7/2/2023 18:11,10/2/2023 18:11,QVKB2553038,20,E,8/2/2023 10:05
EXP34404-123986,7/2/2023 18:13,7/2/2023 18:13,XFIW7748649,40,L,8/2/2023 9:38
EXP34399-123985,7/2/2023 18:57,7/2/2023 18:57,SEGK3183381,40,L,8/2/2023 9:35
EFS33912,7/2/2023 19:03,10/2/2023 19:03,JQVT6873301,40,E,7/2/2023 21:06
EFS33915,7/2/2023 19:13,10/2/2023 19:13,HTRQ6076426,20,E,8/2/2023 4:31
EFS33919,7/2/2023 19:17,10/2/2023 19:17,SFLW3383428,40,E,7/2/2023 21:14
IGOJO14112,9/2/2023 15:54,12/2/2023 15:54,TBMJ5374309,40,L,11/2/2023 5:35
IGOJO14112,9/2/2023 15:54,12/2/2023 15:54,BUHP0300038,40,L,13-02-23 03:42:38
IGOJO14112,9/2/2023 15:54,12/2/2023 15:54,AQRZ9429099,40,L,10/2/2023 5:20
IGOJO14112,9/2/2023 15:54,12/2/2023 15:54,GJTP9916839,40,L,12/2/2023 3:45
IGOJO14112,9/2/2023 15:54,12/2/2023 15:54,AYDQ1488777,40,L,12/2/2023 3:56
IGOJO14112,9/2/2023 15:54,12/2/2023 15:54,QEOO8059317,40,L,13-02-23 01:54:30
IGOJO14112,9/2/2023 15:54,12/2/2023 15:54,GXJU9413642,40,L,10/2/2023 5:47
IGOJO14112,9/2/2023 15:54,12/2/2023 15:54,ZPKY4334651,40,L,13-02-23 01:55:20
EFS33993,9/2/2023 17:38,12/2/2023 17:38,PIJW4416858,40,E,9/2/2023 19:51
EFS33993,9/2/2023 17:38,12/2/2023 17:38,FZVW3740869,40,E,9/2/2023 21:12
EFS33993,9/2/2023 17:38,12/2/2023 17:38,CPMM4346675,40,E,9/2/2023 17:58
EFS33993,9/2/2023 17:38,12/2/2023 17:38,JUUR2488469,40,E,9/2/2023 23:38
IGOJO14127,9/2/2023 17:53,12/2/2023 17:53,HDCF1173701,40,L,10/2/2023 22:31
IGOJO14128,9/2/2023 17:58,12/2/2023 17:58,KVPJ4535287,40,L,10/2/2023 21:28
IGOJO03323,9/2/2023 18:02,12/2/2023 18:02,EMWW9400125,40,L,15-02-23 16:14:00
IGOJO03323,9/2/2023 18:02,12/2/2023 18:02,CFMU8574255,40,L,14-02-23 20:57:21
IGOJO03323,9/2/2023 18:02,12/2/2023 18:02,RBZZ8160336,40,L,14-02-23 22:05:57
IGOJO03323,9/2/2023 18:02,12/2/2023 18:02,JWFM8958645,40,L,15-02-23 01:30:00
IGOJO03323,9/2/2023 18:02,12/2/2023 18:02,NZOT5867683,40,L,15-02-23 18:20:58
IGOJO03323,9/2/2023 18:02,12/2/2023 18:02,DBVN0078606,40,L,15-02-23 03:02:00
IGOJO03323,9/2/2023 18:02,12/2/2023 18:02,BAQS9085270,40,L,15-02-23 00:23:34
IGOJO03323,9/2/2023 18:02,12/2/2023 18:02,LCIN8086923,40,L,15-02-23 10:32:59
IGOJO03323,9/2/2023 18:02,12/2/2023 18:02,TVPP4256315,40,L,14-02-23 22:10:39
IGOJO03323,9/2/2023 18:02,12/2/2023 18:02,TSTD5045705,40,L,15-02-23 01:32:43
EFS34008,9/2/2023 19:32,12/2/2023 19:32,JQVJ9592093,20,E,10/2/2023 5:06
EFS34008,9/2/2023 19:32,12/2/2023 19:32,YTMI0516391,20,E,10/2/2023 11:39
EFS34008,9/2/2023 19:32,12/2/2023 19:32,VPHO2646492,20,E,10/2/2023 1:50
EFS34008,9/2/2023 19:32,12/2/2023 19:32,VGAG1277830,20,E,10/2/2023 1:50
EFS34008,9/2/2023 19:32,12/2/2023 19:32,KJPX5674416,20,E,11/2/2023 12:31
EFS34008,9/2/2023 19:32,12/2/2023 19:32,VJYL1829113,20,E,10/2/2023 11:39
EFS34008,9/2/2023 19:32,12/2/2023 19:32,OSKT0722023,20,E,10/2/2023 1:35
EFS34008,9/2/2023 19:32,12/2/2023 19:32,FNUU9522289,20,E,10/2/2023 11:39
MTZEFS16947,9/2/2023 23:21,12/2/2023 23:21,ESQL1301384,40,E,9/2/2023 21:55
IGOJO14343,16-02-23 20:16:01,19-02-23 20:16:01,QYYU3081311,20,L,18-02-23 22:51:24
IGOJO14343,16-02-23 20:16:01,19-02-23 20:16:01,RJHY6635178,20,L,18-02-23 22:56:40
IGOJO14343,16-02-23 20:16:01,19-02-23 20:16:01,WWHF9257132,20,L,18-02-23 23:23:26
IGOJO14343,16-02-23 20:16:01,19-02-23 20:16:01,WWLZ1091820,20,L,17-02-23 01:46:51
IGOJO14343,16-02-23 20:16:01,19-02-23 20:16:01,TEVB0381771,20,L,17-02-23 01:40:23
IGOJO14343,16-02-23 20:16:01,19-02-23 20:16:01,HFGN4375707,20,L,17-02-23 00:59:05
IGOJO14343,16-02-23 20:16:01,19-02-23 20:16:01,LNWU4980061,20,L,17-02-23 21:06:11
IGOJO14343,16-02-23 20:16:01,19-02-23 20:16:01,QRFR1934852,20,L,20-02-23 22:15:54
IGOJO14343,16-02-23 20:16:01,19-02-23 20:16:01,DPKV4435873,20,L,18-02-23 12:48:52
IGOJO14345,16-02-23 20:25:20,19-02-23 20:25:20,ISCR8644503,40,L,17-02-23 17:50:36
IGOJO14345,16-02-23 20:25:20,19-02-23 20:25:20,TGRV5041660,40,L,17-02-23 22:34:02
IGOJO14345,16-02-23 20:25:20,19-02-23 20:25:20,OGBW7490309,40,L,16-02-23 23:43:34
IGOJO14345,16-02-23 20:25:20,19-02-23 20:25:20,MJJO7643883,40,L,17-02-23 18:02:08
IGOJO14345,16-02-23 20:25:20,19-02-23 20:25:20,NCJP3971152,40,L,17-02-23 10:32:17
IGOJO14345,16-02-23 20:25:20,19-02-23 20:25:20,NWHM4109196,40,L,16-02-23 23:31:31
IGOJO14345,16-02-23 20:25:20,19-02-23 20:25:20,SAFO6267260,40,L,18-02-23 16:22:53
IGOJO14345,16-02-23 20:25:20,19-02-23 20:25:20,CCEG9154986,40,L,17-02-23 17:53:38
IGOJO14345,16-02-23 20:25:20,19-02-23 20:25:20,RULW4674320,40,L,16-02-23 22:08:26
IGOJO14345,16-02-23 20:25:20,19-02-23 20:25:20,CXYH9991899,40,L,16-02-23 22:08:52
EXP34715-124691,16-02-23 20:52:20,16-02-23 20:52:20,DEKV8491746,40,L,20-02-23 04:18:04
EFS34301,16-02-23 23:11:55,19-02-23 23:11:55,HCXD5735954,20,E,17-02-23 07:20:55
MTZEFS17092,16-02-23 23:23:26,19-02-23 23:23:26,OMRV1351755,40,E,16-02-23 21:55:18
MTZEFS17093,17-02-23 00:06:10,20-02-23 00:06:10,YVQD6713732,40,E,16-02-23 22:39:21
MTZEFS16888,7/2/2023 0:40,10/2/2023 0:40,MKPC4815156,40,E,6/2/2023 23:12
IGOJO14026,7/2/2023 17:22,10/2/2023 17:22,SFJP1164346,40,L,17-02-23 21:36:46
IGOJO14026,7/2/2023 17:22,10/2/2023 17:22,RUFW5281728,40,L,16-02-23 00:27:14
EFS16614-227391-389632,24-01-23 03:32:20,27-01-23 03:32:20,EDEG9218576,20,L,9/2/2023 16:02
IGOJO14066,8/2/2023 16:57,11/2/2023 16:57,TEOO1410428,40,L,9/2/2023 2:16
IGOJO14066,8/2/2023 16:57,11/2/2023 16:57,AARA9159912,40,L,9/2/2023 1:32
MTZEFS16967,10/2/2023 14:21,13-02-23 14:21:16,YVZZ1666610,20,E,10/2/2023 12:53
IGOJO14157,10/2/2023 15:40,13-02-23 15:40:17,MANY1949893,20,L,16-02-23 16:34:58
IGOJO14157,10/2/2023 15:40,13-02-23 15:40:17,FOQH1873364,20,L,23-02-23 01:25:29
IGOJO14157,10/2/2023 15:40,13-02-23 15:40:17,GJGL6970755,20,L,23-02-23 01:37:20
IGOJO14157,10/2/2023 15:40,13-02-23 15:40:17,XZMZ9038205,20,L,22-02-23 16:21:16
MTZEFS16968,10/2/2023 15:54,13-02-23 15:54:15,WKMH4598862,40,E,10/2/2023 14:25
IGOJO14159,10/2/2023 16:04,13-02-23 16:04:51,NCOF2674840,20,L,11/2/2023 4:07
IGOJO14159,10/2/2023 16:04,13-02-23 16:04:51,WKCN2206272,20,L,11/2/2023 9:59
IGOJO14159,10/2/2023 16:04,13-02-23 16:04:51,EIZH8005340,20,L,12/2/2023 14:00
IGOJO14159,10/2/2023 16:04,13-02-23 16:04:51,VFCF2747495,20,L,11/2/2023 15:57
IGOJO14159,10/2/2023 16:04,13-02-23 16:04:51,ENVL5942078,20,L,13-02-23 13:48:46
IGOJO14159,10/2/2023 16:04,13-02-23 16:04:51,BQXX3923401,20,L,11/2/2023 15:00
IGOJO14159,10/2/2023 16:04,13-02-23 16:04:51,LZNI0054773,20,L,12/2/2023 12:52
IGOJO14159,10/2/2023 16:04,13-02-23 16:04:51,AKRL5619157,20,L,11/2/2023 10:38
IGOJO14159,10/2/2023 16:04,13-02-23 16:04:51,URJB4242248,20,L,12/2/2023 14:01
IGOJO14159,10/2/2023 16:04,13-02-23 16:04:51,TVRP9464011,20,L,11/2/2023 4:55
EXP34526-124282,10/2/2023 16:40,10/2/2023 16:40,MUNY5997748,40,L,11/2/2023 21:38
EFS34037,10/2/2023 16:50,13-02-23 16:50:15,OBVX7947049,20,E,10/2/2023 21:00
IGOJO14166,10/2/2023 17:28,13-02-23 17:28:39,QRPQ6931876,40,L,14-02-23 06:10:07
IGOJO14166,10/2/2023 17:28,13-02-23 17:28:39,EEMC2092749,40,L,12/2/2023 19:41
IGOJO14166,10/2/2023 17:28,13-02-23 17:28:39,BIHP2406443,40,L,13-02-23 04:46:55
IGOJO14166,10/2/2023 17:28,13-02-23 17:28:39,QPPB2525270,40,L,14-02-23 08:24:25
IGOJO14166,10/2/2023 17:28,13-02-23 17:28:39,DRDN3178112,40,L,13-02-23 05:21:22
IGOJO14166,10/2/2023 17:28,13-02-23 17:28:39,UGLO4613562,40,L,12/2/2023 19:31
IGOJO14166,10/2/2023 17:28,13-02-23 17:28:39,DWQQ5787739,40,L,13-02-23 01:55:03
IGOJO14166,10/2/2023 17:28,13-02-23 17:28:39,IPVC9383504,40,L,13-02-23 05:36:05
IGOJO14166,10/2/2023 17:28,13-02-23 17:28:39,EUNV7338776,40,L,12/2/2023 20:14
IGOJO14166,10/2/2023 17:28,13-02-23 17:28:39,QGFN3538690,40,L,13-02-23 04:49:09
EXP34954-125021,22-02-23 18:19:29,22-02-23 18:19:29,MSUS8875449,40,L,25-02-23 06:57:04
IGOJO14529,22-02-23 18:52:03,25-02-23 18:52:03,DAFI4085241,40,L,23-02-23 03:19:54
IGOJO14570,23-02-23 20:50:56,26-02-23 20:50:56,EZKS3290527,40,L,24-02-23 15:38:27
MTZEFS17343,28-02-23 06:23:32,3/3/2023 6:23,IHPD7460156,40,E,28-02-23 04:55:07
EFS34741,28-02-23 12:30:20,3/3/2023 12:30,HUZX9681284,20,E,28-02-23 16:59:14
EFS34741,28-02-23 12:30:20,3/3/2023 12:30,BNMT7842978,20,E,28-02-23 16:53:36
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,TVNS3615598,40,L,5/3/2023 18:42
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,SHEL2876769,40,L,6/3/2023 22:50
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,NDOL6167013,40,L,5/3/2023 22:41
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,JTLT0540012,40,L,4/3/2023 8:49
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,DUQL3614166,40,L,5/3/2023 13:41
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,CCGU9177087,40,L,4/3/2023 18:10
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,LDVB5112153,40,L,4/3/2023 6:13
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,YYMX6101238,40,L,5/3/2023 13:14
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,WFJX7174058,40,L,10/3/2023 20:50
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,BCKA3192376,40,L,6/3/2023 23:05
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,VDKJ1219011,40,L,4/3/2023 17:04
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,NXYE7621355,40,L,7/3/2023 5:18
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,VADH8425688,40,L,4/3/2023 17:21
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,LEWI8652375,40,L,5/3/2023 15:05
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,NJTP5611592,40,L,4/3/2023 6:14
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,QZVV5317406,40,L,4/3/2023 12:37
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,CGYK3037986,40,L,5/3/2023 15:25
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,QCKR7251791,40,L,6/3/2023 9:18
IGOJO14743,1/3/2023 22:17,4/3/2023 22:17,KELG2413008,40,,6/3/2023 23:27
EFS34867,2/3/2023 11:30,5/3/2023 11:30,EXDM3684015,40,E,2/3/2023 14:51
MTZEFS17416,2/3/2023 11:38,5/3/2023 11:38,DVOX0855970,40,E,2/3/2023 10:10
IGOJO14500,21-02-23 23:00:50,24-02-23 23:00:50,AUXV5187410,20,L,21-02-23 23:42:23
IGOJO14500,21-02-23 23:00:50,24-02-23 23:00:50,DCVD0362675,20,L,22-02-23 00:44:06
MTZEFS17196,22-02-23 01:56:41,25-02-23 01:56:41,ADZO2329755,40,E,22-02-23 00:28:01
MTZEFS17209,22-02-23 09:45:03,25-02-23 09:45:03,GYXR8672569,40,E,22-02-23 08:16:34
EFS34490,22-02-23 12:16:13,25-02-23 12:16:13,BXHJ3144795,40,E,22-02-23 16:14:57
EFS34490,22-02-23 12:16:13,25-02-23 12:16:13,RDEQ8297280,40,E,22-02-23 16:14:44
EFS34491,22-02-23 13:19:22,25-02-23 13:19:22,MFYE8729692,40,E,22-02-23 21:06:42
EFS34491,22-02-23 13:19:22,25-02-23 13:19:22,SPTM4128264,40,E,22-02-23 21:07:04
EFS17024-231713-409852,13-02-23 23:50:34,16-02-23 23:50:34,CVLV2213168,40,L,22-02-23 19:25:47
EFS17023-231712-393967,13-02-23 23:46:28,16-02-23 23:46:28,OUGO1140396,40,L,22-02-23 19:26:00
IGOJO14517,22-02-23 16:28:17,25-02-23 16:28:17,KAHF3775622,40,L,23-02-23 06:18:20
IGOJO14517,22-02-23 16:28:17,25-02-23 16:28:17,JWDX6983787,40,L,23-02-23 06:49:36
EFS17043-231796-412583,14-02-23 11:53:56,17-02-23 11:53:56,YZDI5683625,40,L,22-02-23 19:26:31
EFS34501,22-02-23 16:50:15,25-02-23 16:50:15,FPLM1825509,20,E,22-02-23 21:46:42
